Identifiant;Chaine;startDate;DureeSecondes;TitreSujet;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;Descripteurs;Generique
"5680284_001_003";"France Culture";"2013-06-11T16:50:00+01:00";"";"On s'aimera";"On s'aimera de Léo Ferré";"Poème du jour";"Pas la peine de crier";"";"";""
"5680296_001_002";"France Culture";"2013-06-11T19:30:00+01:00";"";"Mr monday";"Jean Dufaux, Stéphane Giusti, Frédéric Azemar";"Le rendez vous";"";"";"";"Kobo town-groupe (Auteur de l'oeuvre pré-existante)"
"5680302_001_001";"France Culture";"2013-06-11T20:30:30+01:00";"";"Pages arrachées au journal de Mireille Havet (1927-1928)";"Mireille Havet : 2ème épisode";"Pages arrachées";"Le feuilleton";"";"";""
"5680314_001_001";"France Culture";"2013-06-12T01:31:00+01:00";"5401";"Les maîtres du roman populaire français";"Les nuits de France Culture : émission du 12 juin 2013";"";"Les nuits de France Culture";"";"";""
"5680314_001_002";"France Culture";"2013-06-12T03:01:00+01:00";"1799";"Collège des ondes";"Les nuits de France Culture : émission du 12 juin 2013";"";"Les nuits de France Culture";"";"";""
"5680314_001_003";"France Culture";"2013-06-12T03:36:00+01:00";"5101";"Les nuits magnétiques";"Les nuits de France Culture : émission du 12 juin 2013";"";"Les nuits de France Culture";"";"";""
"5680314_001_004";"France Culture";"2013-06-12T05:02:00+01:00";"3168";"Champ libre";"Les nuits de France Culture : émission du 12 juin 2013";"";"Les nuits de France Culture";"";"";""
"5680321_001_001";"France Culture";"2013-06-12T06:30:30+01:00";"279";"Journal 06h30";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_002";"France Culture";"2013-06-12T06:35:00+01:00";"426";"L'essai et la revue du jour";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_003";"France Culture";"2013-06-12T06:42:00+01:00";"165";"La chronique de Jean Louis Ezine";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_004";"France Culture";"2013-06-12T06:45:00+01:00";"740";"Les enjeux internationaux";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_005";"France Culture";"2013-06-12T06:57:00+01:00";"60";"Interprogrammes";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_006";"France Culture";"2013-06-12T07:00:00+01:00";"778";"Journal 07h00";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_007";"France Culture";"2013-06-12T07:12:00+01:00";"186";"Trait pour trait";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_008";"France Culture";"2013-06-12T07:17:00+01:00";"328";"Le monde selon";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_009";"France Culture";"2013-06-12T07:24:00+01:00";"333";"Revue de presse internationale";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_010";"France Culture";"2013-06-12T07:30:00+01:00";"258";"Le choix de la rédaction";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_011";"France Culture";"2013-06-12T07:36:00+01:00";"157";"Le billet politique d'Hubert Huertas";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_012";"France Culture";"2013-06-12T07:39:00+01:00";"195";"Les idées claires";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_013";"France Culture";"2013-06-12T07:42:00+01:00";"843";"L'invité des matins";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_014";"France Culture";"2013-06-12T07:56:00+01:00";"174";"La chronique de Philippe Meyer";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_015";"France Culture";"2013-06-12T08:00:00+01:00";"831";"Journal 08h00";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_016";"France Culture";"2013-06-12T08:15:00+01:00";"30";"Interprogrammes";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_017";"France Culture";"2013-06-12T08:16:00+01:00";"198";"La chronique de Brice Couturier";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_018";"France Culture";"2013-06-12T08:19:00+01:00";"2084";"L'invité des matins";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680321_001_019";"France Culture";"2013-06-12T08:50:00+01:00";"385";"Tout feu, tout flamme";"Périco Légasse, Arnaud Daguin";"";"Les matins de France Culture";"";"";""
"5680349_001_001";"France Culture";"2013-06-12T11:30:00+01:00";"366";"Frontières";"Semaine spéciale Iran : 3ème émission";"";"Culturesmonde";"";"";""
"5680351_001_001";"France Culture";"2013-06-12T11:50:00+01:00";"397";"Europe connexion de Alexandra Badea 8/10";"Europe connexion : 8ème épisode";"Micro fiction";"";"";"";""
"5680367_001_001";"France Culture";"2013-06-12T16:02:00+01:00";"543";"Je déballe ma bibliothèque";"Souvenirs : L'enfance, les fondations";"";"Pas la peine de crier";"";"";""
"5680367_001_002";"France Culture";"2013-06-12T16:15:00+01:00";"337";"Polaroïd";"Souvenirs : L'enfance, les fondations";"";"Pas la peine de crier";"";"";""
"5680367_001_003";"France Culture";"2013-06-12T16:50:00+01:00";"163";"Poème du jour";"Souvenirs : L'enfance, les fondations";"";"Pas la peine de crier";"";"";""
"5680370_001_001";"France Culture";"2013-06-12T16:50:00+01:00";"";"La nuit";"La nuit de Léo Ferré ";"Poème du jour";"Pas la peine de crier";"";"";"Ferré, Léo (Auteur de l'oeuvre pré-existante)"
"5680382_001_003";"France Culture";"2013-06-12T19:15:00+01:00";"";"Until the end";"Clovis Cornillac, Alain Guiraudie, Laurent Lunetta";"Le rendez vous";"";"";"";""
"5680388_001_001";"France Culture";"2013-06-12T20:30:30+01:00";"";"Pages arrachées au journal de Mireille Havet (1927-1928)";"Mireille Havet : 3ème épisode";"Pages arrachées";"Le feuilleton";"";"";""
"5680395_001_001";"France Culture";"2013-06-12T23:00:00+01:00";"";"André";"André";"L'atelier fiction";"Les ateliers de la nuit";"";"";"Bresson, Clément (Auteur de l'oeuvre pré-existante)|Pouderoux, Sébastien (Auteur de l'oeuvre pré-existante)|Remond, Marie (Auteur de l'oeuvre pré-existante)"
"5680396_001_001";"France Culture";"2013-06-12T23:02:00+01:00";"";"André de Marie Rémond";"André de Marie Rémond";"L'atelier fiction";"Les ateliers de la nuit";"";"";""
"5680399_001_001";"France Culture";"2013-06-13T01:31:00+01:00";"5401";"Les maîtres du roman populaire français";"Les nuits de France Culture : émission du 13 juin 2013";"";"Les nuits de France Culture";"";"";""
"5680399_001_002";"France Culture";"2013-06-13T03:01:00+01:00";"2100";"Grandes conférences";"Les nuits de France Culture : émission du 13 juin 2013";"";"Les nuits de France Culture";"";"";""
"5680399_001_003";"France Culture";"2013-06-13T03:36:00+01:00";"5104";"Les nuits magnétiques";"Les nuits de France Culture : émission du 13 juin 2013";"";"Les nuits de France Culture";"";"";""
"5680399_001_004";"France Culture";"2013-06-13T05:02:00+01:00";"3146";"Champ libre";"Les nuits de France Culture : émission du 13 juin 2013";"";"Les nuits de France Culture";"";"";""
"5680406_001_001";"France Culture";"2013-06-13T06:30:30+01:00";"319";"Journal 06h30";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_002";"France Culture";"2013-06-13T06:35:00+01:00";"457";"L'essai et la revue du jour";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_003";"France Culture";"2013-06-13T06:42:00+01:00";"120";"La chronique de Jean Louis Ezine";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_004";"France Culture";"2013-06-13T06:45:00+01:00";"750";"Les enjeux internationaux";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_005";"France Culture";"2013-06-13T06:57:00+01:00";"60";"Interprogrammes";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_006";"France Culture";"2013-06-13T07:00:00+01:00";"644";"Journal 07h00";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_007";"France Culture";"2013-06-13T07:12:00+01:00";"190";"Trait pour trait";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_008";"France Culture";"2013-06-13T07:17:00+01:00";"525";"Le monde selon";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_009";"France Culture";"2013-06-13T07:24:00+01:00";"313";"Revue de presse internationale";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_010";"France Culture";"2013-06-13T07:30:00+01:00";"249";"Le choix de la rédaction";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_011";"France Culture";"2013-06-13T07:36:00+01:00";"150";"Le billet politique d'Hubert Huertas";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_012";"France Culture";"2013-06-13T07:38:00+01:00";"180";"Les idées claires";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_013";"France Culture";"2013-06-13T07:41:00+01:00";"903";"L'invité des matins";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_014";"France Culture";"2013-06-13T07:56:00+01:00";"158";"La chronique de Philippe Meyer";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_015";"France Culture";"2013-06-13T08:00:00+01:00";"946";"Journal 08h00";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_016";"France Culture";"2013-06-13T08:15:00+01:00";"30";"Interprogrammes";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_017";"France Culture";"2013-06-13T08:16:00+01:00";"292";"La chronique de Brice Couturier";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_018";"France Culture";"2013-06-13T08:19:00+01:00";"1909";"L'invité des matins";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680406_001_019";"France Culture";"2013-06-13T08:54:25+01:00";"240";"Tout feu, tout flamme";"Nathalie Kosciusko-Morizet";"";"Les matins de France Culture";"";"";""
"5680434_001_001";"France Culture";"2013-06-13T11:30:00+01:00";"328";"Frontières";"Semaine spéciale Iran : 4ème émission";"";"Culturesmonde";"";"";""
"5680436_001_001";"France Culture";"2013-06-13T11:50:00+01:00";"506";"Europe connexion de Alexandra Badea 9/10";"Europe connexion : 9ème épisode";"Micro fiction";"";"";"";""
"5680453_001_001";"France Culture";"2013-06-13T16:02:00+01:00";"644";"Je déballe ma bibliothèque";"Souvenirs : Au silence partagé";"";"Pas la peine de crier";"";"";""
"5680453_001_002";"France Culture";"2013-06-13T16:15:00+01:00";"332";"Polaroïd";"Souvenirs : Au silence partagé";"";"Pas la peine de crier";"";"";""
"5680453_001_003";"France Culture";"2013-06-13T16:50:00+01:00";"126";"Poème du jour";"Souvenirs : Au silence partagé";"";"Pas la peine de crier";"";"";""
"5680456_001_002";"France Culture";"2013-06-13T16:50:00+01:00";"";"Cette blessure";"Cette blessure de Léo Ferré ";"Poème du jour";"Pas la peine de crier";"";"";"Ferré, Léo (Auteur de l'oeuvre pré-existante)"
"5680468_001_004";"France Culture";"2013-06-13T19:11:12+01:00";"";"Electricity";"Laurent Chétouane, Sébastien Rivas, Esteban Buch";"Le rendez vous";"";"";"";""
"5680468_001_005";"France Culture";"2013-06-13T19:46:15+01:00";"";"Dresden";"Laurent Chétouane, Sébastien Rivas, Esteban Buch";"Le rendez vous";"";"";"";""
"5680474_001_001";"France Culture";"2013-06-13T20:30:30+01:00";"";"Pages arrachées au journal de Mireille Havet (1927-1928)";"Mireille Havet : 4ème épisode";"Pages arrachées";"Le feuilleton";"";"";""
"5680486_001_001";"France Culture";"2013-06-14T01:31:00+01:00";"5401";"Les maîtres du roman populaire français";"Les nuits de France Culture : émission du 14 juin 2013";"";"Les nuits de France Culture";"";"";""
"5680486_001_002";"France Culture";"2013-06-14T03:01:00+01:00";"2099";"Collège des ondes";"Les nuits de France Culture : émission du 14 juin 2013";"";"Les nuits de France Culture";"";"";""
"5680486_001_003";"France Culture";"2013-06-14T03:36:00+01:00";"5100";"Les nuits magnétiques";"Les nuits de France Culture : émission du 14 juin 2013";"";"Les nuits de France Culture";"";"";""
"5680486_001_004";"France Culture";"2013-06-14T05:02:00+01:00";"3270";"Champ libre";"Les nuits de France Culture : émission du 14 juin 2013";"";"Les nuits de France Culture";"";"";""
"5680493_001_001";"France Culture";"2013-06-14T06:30:30+01:00";"290";"Journal 06h30";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_002";"France Culture";"2013-06-14T06:35:00+01:00";"442";"L'essai et la revue du jour";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_003";"France Culture";"2013-06-14T06:42:00+01:00";"94";"La chronique de Jean Louis Ezine";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_004";"France Culture";"2013-06-14T06:45:00+01:00";"728";"Les enjeux internationaux";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_005";"France Culture";"2013-06-14T06:57:00+01:00";"60";"Interprogrammes";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_006";"France Culture";"2013-06-14T07:00:00+01:00";"729";"Journal 07h00";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_007";"France Culture";"2013-06-14T07:12:00+01:00";"203";"Pixel";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_008";"France Culture";"2013-06-14T07:17:00+01:00";"423";"Le monde selon";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_009";"France Culture";"2013-06-14T07:24:00+01:00";"320";"Revue de presse internationale";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_010";"France Culture";"2013-06-14T07:30:00+01:00";"291";"Le choix de la rédaction";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_011";"France Culture";"2013-06-14T07:36:00+01:00";"171";"Le billet politique d'Hubert Huertas";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_012";"France Culture";"2013-06-14T07:38:00+01:00";"242";"Les idées claires";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_013";"France Culture";"2013-06-14T07:41:00+01:00";"828";"L'invité des matins";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_014";"France Culture";"2013-06-14T07:56:00+01:00";"182";"La chronique de Philippe Meyer";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_015";"France Culture";"2013-06-14T08:00:00+01:00";"912";"Journal 08h00";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_016";"France Culture";"2013-06-14T08:15:00+01:00";"30";"Interprogrammes";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_017";"France Culture";"2013-06-14T08:16:00+01:00";"232";"La chronique de Brice Couturier";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_018";"France Culture";"2013-06-14T08:21:00+01:00";"1763";"L'invité des matins";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680493_001_019";"France Culture";"2013-06-14T08:50:00+01:00";"287";"Tout feu, tout flamme";"Eric Sadin, Jean Guisnel";"";"Les matins de France Culture";"";"";""
"5680522_001_001";"France Culture";"2013-06-14T11:50:00+01:00";"470";"Europe connexion de Alexandra Badea 10/10";"Europe connexion : 10ème épisode";"Micro fiction";"";"";"";""
"5680537_001_001";"France Culture";"2013-06-14T16:02:00+01:00";"652";"Je déballe ma bibliothèque";"Souvenirs : Carte blanche musicale à Thomas Lebrun";"";"Pas la peine de crier";"";"";""
"5680537_001_002";"France Culture";"2013-06-14T16:15:00+01:00";"320";"Polaroïd";"Souvenirs : Carte blanche musicale à Thomas Lebrun";"";"Pas la peine de crier";"";"";""
"5680537_001_003";"France Culture";"2013-06-14T16:50:00+01:00";"151";"Poème du jour";"Souvenirs : Carte blanche musicale à Thomas Lebrun";"";"Pas la peine de crier";"";"";""
"5680540_001_004";"France Culture";"2013-06-14T16:50:00+01:00";"";"Avec le temps";"Avec le temps de Léo Ferré ";"Poème du jour";"Pas la peine de crier";"";"";"Ferré, Léo (Auteur de l'oeuvre pré-existante)"
"5680551_001_006";"France Culture";"2013-06-14T19:13:45+01:00";"";"Call up";"Gloria Freidmann, Michel Butel";"Le rendez vous";"";"";"";""
"5680551_001_007";"France Culture";"2013-06-14T19:30:00+01:00";"";"Bang";"Gloria Freidmann, Michel Butel";"Le rendez vous";"";"";"";""
"5680557_001_001";"France Culture";"2013-06-14T20:30:30+01:00";"";"Pages arrachées au journal de Mireille Havet (1927-1928)";"Mireille Havet : 5ème épisode";"Pages arrachées";"Le feuilleton";"";"";""
