Identifiant;Chaine;startDate;DureeSecondes;TitreSujet;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;Descripteurs;Generique
"5028509_001_050";"France 2";"2013-06-07T08:34:29+01:00";"264";"[Interprogrammes F2 de 8 heures : programme du 7 juin 2013]";"Télématin : [programme du 07 juin 2013]";"";"Télématin";"";"";""
"5028509_001_041";"France 2";"2013-06-07T08:38:53+01:00";"7";"[Plateau : 22ème partie]";"Télématin : [programme du 07 juin 2013]";"";"Télématin";"";"";""
"5028509_001_042";"France 2";"2013-06-07T08:39:00+01:00";"320";"Mots";"Télématin : [programme du 07 juin 2013]";"";"Télématin";"";"";""
"5028509_001_043";"France 2";"2013-06-07T08:44:20+01:00";"14";"[Plateau : 23ème partie]";"Télématin : [programme du 07 juin 2013]";"";"Télématin";"";"";""
"5028509_001_044";"France 2";"2013-06-07T08:44:34+01:00";"328";"Coulisses";"Télématin : [programme du 07 juin 2013]";"";"Télématin";"";"";""
"5028509_001_045";"France 2";"2013-06-07T08:50:02+01:00";"5";"[Plateau : 24ème partie]";"Télématin : [programme du 07 juin 2013]";"";"Télématin";"";"";""
"5028509_001_046";"France 2";"2013-06-07T08:50:07+01:00";"158";"Météo 2 : [émission du 7 juin 2013]";"Télématin : [programme du 07 juin 2013]";"";"Télématin";"";"";""
"5028509_001_047";"France 2";"2013-06-07T08:52:45+01:00";"4";"[Plateau : 25ème partie]";"Télématin : [programme du 07 juin 2013]";"";"Télématin";"";"";""
"5028509_001_048";"France 2";"2013-06-07T08:52:49+01:00";"231";"9h00 le journal : [émission du 7 juin 2013]";"Télématin : [programme du 07 juin 2013]";"";"Télématin";"";"";""
"5028509_001_049";"France 2";"2013-06-07T08:56:40+01:00";"175";"[Plateau : 26ème partie]";"Télématin : [programme du 07 juin 2013]";"";"Télématin";"";"";""
"5028526_001_001";"France 2";"2013-06-07T08:59:35+01:00";"38";"Bande annonce émission : TANGO";"[Interprogrammes F2 de 8 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 8 heures]";"";"";""
"5028526_001_002";"France 2";"2013-06-07T09:00:13+01:00";"26";"Message d'intérêt général : WWW.DONDUSANG.NET";"[Interprogrammes F2 de 8 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 8 heures]";"";"";""
"5028526_001_003";"France 2";"2013-06-07T09:00:39+01:00";"255";"Pub 2 08h35";"[Interprogrammes F2 de 8 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 8 heures]";"";"";""
"5028530_001_001";"France 2";"2013-06-07T09:32:04+01:00";"43";"Bande annonce émission (sponsor) : TENNIS ROLAND GARROS";"[Interprogrammes F2 de 9 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 9 heures]";"";"";""
"5028530_001_002";"France 2";"2013-06-07T09:32:47+01:00";"182";"Pub 2 09h00";"[Interprogrammes F2 de 9 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 9 heures]";"";"";""
"5028532_001_001";"France 2";"2013-06-07T09:56:50+01:00";"114";"Bande annonce émission suivante : C EST AU PROGRAMME";"[Interprogrammes F2 de 9 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 9 heures]";"";"";""
"5028532_001_002";"France 2";"2013-06-07T09:58:44+01:00";"9";"Bande annonce programme : BIENTOT SUR FRANCE 2";"[Interprogrammes F2 de 9 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 9 heures]";"";"";""
"5028532_001_003";"France 2";"2013-06-07T09:58:53+01:00";"84";"Pub 2 09h30";"[Interprogrammes F2 de 9 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 9 heures]";"";"";""
"5028532_001_004";"France 2";"2013-06-07T10:00:17+01:00";"10";"Bande annonce émission : TIRAGE DE L EURO MILLIONS";"[Interprogrammes F2 de 9 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 9 heures]";"";"";""
"5028534_001_001";"France 2";"2013-06-07T10:50:02+01:00";"13";"Bande annonce émission suivante : MOTUS";"[Interprogrammes F2 de 10 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 10 heures]";"";"";""
"5028534_001_002";"France 2";"2013-06-07T10:50:15+01:00";"19";"Bande annonce émission : CE SOIR OU JAMAIS";"[Interprogrammes F2 de 10 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 10 heures]";"";"";""
"5028534_001_003";"France 2";"2013-06-07T10:50:34+01:00";"193";"Pub 2 11h10";"[Interprogrammes F2 de 10 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 10 heures]";"";"";""
"5028536_001_001";"France 2";"2013-06-07T10:55:40+01:00";"202";"Pub 2 11h25";"[Interprogrammes F2 de 10 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 10 heures]";"";"";""
"5028536_001_002";"France 2";"2013-06-07T10:59:02+01:00";"29";"Baet ftv soirees france televisions";"[Interprogrammes F2 de 10 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 10 heures]";"";"";""
"5028537_001_001";"France 2";"2013-06-07T10:59:31+01:00";"1091";"[Plateau : 1ère partie]";"Motus : [émission du 07 juin 2013]";"Motus";"";"";"";""
"5028537_001_003";"France 2";"2013-06-07T11:17:42+01:00";"38";"Bande annonce émission : TANGO";"Motus : [émission du 07 juin 2013]";"Motus";"";"";"";""
"5028537_001_002";"France 2";"2013-06-07T11:18:20+01:00";"425";"[Plateau : 2ème partie]";"Motus : [émission du 07 juin 2013]";"Motus";"";"";"";""
"5028538_001_001";"France 2";"2013-06-07T11:25:25+01:00";"8";"Bande annonce émission suivante : LES Z AMOURS";"[Interprogrammes F2 de 11 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 11 heures]";"";"";""
"5028538_001_002";"France 2";"2013-06-07T11:25:33+01:00";"211";"Pub 2 12h05";"[Interprogrammes F2 de 11 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 11 heures]";"";"";""
"5028538_001_003";"France 2";"2013-06-07T11:29:04+01:00";"43";"Bande annonce émission (sponsor) : TENNIS ROLAND GARROS";"[Interprogrammes F2 de 11 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 11 heures]";"";"";""
"5028539_001_001";"France 2";"2013-06-07T11:29:47+01:00";"1321";"[Plateau : 1ère partie]";"Les Z'amours : [émission du 07 juin 2013]";"Les Z'amours";"";"";"";""
"5028539_001_003";"France 2";"2013-06-07T11:51:48+01:00";"23";"Bande annonce programme : TOUTE UNE HISTOIRE";"Les Z'amours : [émission du 07 juin 2013]";"Les Z'amours";"";"";"";""
"5028539_001_004";"France 2";"2013-06-07T11:52:11+01:00";"21";"Bande annonce programme : COMMENT CA VA BIEN";"Les Z'amours : [émission du 07 juin 2013]";"Les Z'amours";"";"";"";""
"5028539_001_002";"France 2";"2013-06-07T11:52:32+01:00";"253";"[Plateau : 2ème partie]";"Les Z'amours : [émission du 07 juin 2013]";"Les Z'amours";"";"";"";""
"5028540_001_001";"France 2";"2013-06-07T11:56:45+01:00";"8";"Bande annonce émission suivante : TOUT LE MONDE VEUT PRENDRE SA PLACE";"[Interprogrammes F2 de 11 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 11 heures]";"";"";""
"5028540_001_002";"France 2";"2013-06-07T11:56:53+01:00";"9";"Bande annonce programme : BIENTOT SUR FRANCE 2";"[Interprogrammes F2 de 11 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 11 heures]";"";"";""
"5028540_001_003";"France 2";"2013-06-07T11:57:02+01:00";"262";"Pub 2 12h20";"[Interprogrammes F2 de 11 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 11 heures]";"";"";""
"5028540_001_004";"France 2";"2013-06-07T12:01:24+01:00";"10";"Bande annonce émission : TIRAGE DE L EURO MILLIONS";"[Interprogrammes F2 de 11 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 11 heures]";"";"";""
"5028540_001_005";"France 2";"2013-06-07T12:01:34+01:00";"17";"Bande annonce programme : TANGO";"[Interprogrammes F2 de 11 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 11 heures]";"";"";""
"5028540_001_006";"France 2";"2013-06-07T12:01:51+01:00";"8";"Bande annonce programme : CE SOIR OU JAMAIS";"[Interprogrammes F2 de 11 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 11 heures]";"";"";""
"5028540_001_007";"France 2";"2013-06-07T12:01:59+01:00";"11";"Bande annonce programme : RETOUR A ROLAND GARROS";"[Interprogrammes F2 de 11 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 11 heures]";"";"";""
"5028541_001_001";"France 2";"2013-06-07T12:02:10+01:00";"2400";"[Plateau : 1ère partie]";"Tout le monde veut prendre sa place : [émission du 07 juin 2013]";"Tout le monde veut prendre sa place";"";"";"";""
"5028541_001_003";"France 2";"2013-06-07T12:42:10+01:00";"45";"Bande annonce émission : CASH INVESTIGATION";"Tout le monde veut prendre sa place : [émission du 07 juin 2013]";"Tout le monde veut prendre sa place";"";"";"";""
"5028541_001_002";"France 2";"2013-06-07T12:42:55+01:00";"330";"[Plateau : 2ème partie]";"Tout le monde veut prendre sa place : [émission du 07 juin 2013]";"Tout le monde veut prendre sa place";"";"";"";""
"5028542_001_001";"France 2";"2013-06-07T12:48:25+01:00";"26";"Message d'intérêt général : WWW.DONDUSANG.NET";"[Interprogrammes F2 de 12 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 12 heures]";"";"";""
"5028542_001_002";"France 2";"2013-06-07T12:48:51+01:00";"259";"Pub 2 12h50";"[Interprogrammes F2 de 12 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 12 heures]";"";"";""
"5028542_001_003";"France 2";"2013-06-07T12:53:10+01:00";"43";"Bande annonce émission (sponsor) : TENNIS ROLAND GARROS";"[Interprogrammes F2 de 12 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 12 heures]";"";"";""
"5028542_001_004";"France 2";"2013-06-07T12:53:53+01:00";"88";"Pub 2 12h54";"[Interprogrammes F2 de 12 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 12 heures]";"";"";""
"5028542_001_005";"France 2";"2013-06-07T12:55:21+01:00";"20";"Auto promotion : FRANCE 2";"[Interprogrammes F2 de 12 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 12 heures]";"";"";""
"5028544_001_001";"France 2";"2013-06-07T12:58:25+01:00";"17";"Bande annonce programme : TANGO";"[Interprogrammes F2 de 12 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 12 heures]";"";"";""
"5028544_001_002";"France 2";"2013-06-07T12:58:42+01:00";"8";"Bande annonce programme : CE SOIR OU JAMAIS";"[Interprogrammes F2 de 12 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 12 heures]";"";"";""
"5028544_001_003";"France 2";"2013-06-07T12:58:50+01:00";"11";"Bande annonce programme : RETOUR A ROLAND GARROS";"[Interprogrammes F2 de 12 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 12 heures]";"";"";""
"5028545_001_001";"France 2";"2013-06-07T12:58:59+01:00";"5";"Générique début";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"";"Le Saint, Sophie (Présentateur)"
"5028545_001_002";"France 2";"2013-06-07T13:01:59+01:00";"27";"Brève : DERNIÈRE IMAGE DE PIERRE MAUROY (dans fauteuil, en robe de chambre)";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"Lille";"Mauroy, Pierre (Participant)|Le Saint, Sophie (Présentateur)"
"5028545_001_003";"France 2";"2013-06-07T13:02:50+01:00";"238";"DÉCÈS PIERRE MAUROY";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"France|personne célèbre";"Mitterrand, François (Participant)|Mauroy, Pierre (Participant)|Glavany, Jean (Participant)|Le Saint, Sophie (Présentateur)|Marchais, Georges (Participant)|Aubry, Martine (Participant)|Jospin, Lionel (Participant)|Brunn, Sophie (Journaliste)|Woerth, Eric (Participant)|Fabius, Laurent (Participant)"
"5028545_001_004";"France 2";"2013-06-07T13:07:17+01:00";"108";"LILLE / RÉACTIONS DANS VILLE PIERRE MAUROY";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"monument|décès|beffroi|mairie|réaction|façade|Lille|microtrottoir|statue";"Mauroy, Pierre (Participant)|Le Saint, Sophie (Présentateur)|Aubry, Martine (Participant)|Mas, Marianne (Journaliste)"
"5028545_001_005";"France 2";"2013-06-07T13:10:06+01:00";"50";"Tokyo / VALÉRIE ASTRUC lance sonore MAIS  ne revient pas après !!!!";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"";"Le Saint, Sophie (Présentateur)"
"5028545_001_006";"France 2";"2013-06-07T13:12:45+01:00";"122";"RÉACTIONS POLITIQUES DÉCÈS PIERRE MAUROY";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"décès|Tokyo|interview|Clamart";"Borloo, Jean Louis (Participant)|Désir, Harlem (Participant)|Chevènement, Jean Pierre (Participant)|Delors, Jacques (Participant)|Ayrault, Jean Marc (Participant)|Le Saint, Sophie (Présentateur)|Copé, Jean François (Participant)|Tribouart, Annie (Journaliste reporter d'images)|Filippetti, Aurélie (Participant)|Ayrault, Brigitte (Participant)|Daret, Guillaume (Journaliste)|Fabius, Laurent (Participant)|Fillon, François (Participant)"
"5028545_001_007";"France 2";"2013-06-07T13:14:59+01:00";"119";"DERNIÈRE ITW PIERRE MAUROY";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"France";"Mitterrand, François (Participant)|Bérégovoy, Pierre (Participant)|Mauroy, Pierre (Participant)|Le Saint, Sophie (Présentateur)|Hug, Hélène (Journaliste)"
"5028545_001_008";"France 2";"2013-06-07T13:16:58+01:00";"11";"Brève : Site francetvinfo.fr";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"";"Le Saint, Sophie (Présentateur)"
"5028545_001_009";"France 2";"2013-06-07T13:17:32+01:00";"101";"SYRIE / DISPARITION 2 JOURNALISTES TRAVAILLANT POUR EUROPE 1";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"route|reportage|photo|carte géographique|photographe|siège social|Damas|déclaration|conflit armé|journalisme|journaliste|chef d'Etat|bâtiment administratif|disparition|radio";"Le Garrec, Jean Jacques (Journaliste reporter d'images)|Le Saint, Sophie (Présentateur)|Martinez, Olivier (Journaliste reporter d'images)|Genauzeau, Franck (Journaliste)|Hollande, François (Participant)"
"5028545_001_010";"France 2";"2013-06-07T13:19:27+01:00";"46";"DPJ (Paris 17e) / A-C. HINET (Point sur l'enquête)";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"";"Le Saint, Sophie (Présentateur)"
"5028545_001_011";"France 2";"2013-06-07T13:21:40+01:00";"101";"DÉCÈS CLÉMENT MÉRIC / PROFIL SUSPECTS  & VICTIME";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"extrême gauche|manifestant|assassinat politique|meurtre|carte géographique|police judiciaire|extrême droite|Paris|France|fascisme|militant|manifestation|arrestation|défilé militaire";"Le Saint, Sophie (Présentateur)|Auer, Nicolas (Journaliste reporter d'images)|Stenneler, Fanny (Journaliste)|Bouleis, Ambroise (Journaliste)|Anaki, Loubna (Journaliste)|Mathe, Régis (Journaliste reporter d'images)"
"5028545_001_012";"France 2";"2013-06-07T13:23:21+01:00";"15";"Brève : ISTANBUL / JOURNÉE TEST POUR ERDOGAN";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"retour|Istanbul|militant|femme|nuit|Premier ministre|applaudissement";"Le Saint, Sophie (Présentateur)|Erdogan, Recep Tayyip (Participant)"
"5028545_001_013";"France 2";"2013-06-07T13:24:08+01:00";"94";"BELGIQUE / LA FAMILLE ROYALE VA PAYER DES IMPÔTS";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"poignée de mains|roi|reine|voiture de course|palais|fauteuil roulant|drapeau|photo de famille|Bruxelles|Belgique|château|impôt|journal|famille royale|chef d'Etat|microtrottoir";"Mitterrand, François (Participant)|Albert II de Belgique (Participant)|Fabiola de Belgique (Participant)|Paola de Belgique (Participant)|Le Saint, Sophie (Présentateur)|Beaudonnet, François (Journaliste)|Mitterrand, Danielle (Participant)"
"5028545_001_014";"France 2";"2013-06-07T13:25:52+01:00";"90";"BARCO VALÉRY LEROUGE (Hausse Français / comptes à l'étranger)";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"";"Le Saint, Sophie (Présentateur)"
"5028545_001_015";"France 2";"2013-06-07T13:27:22+01:00";"40";"Brève : À SUIVRE : * PV * Pavillons bleus * Tsonga";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"";"Le Saint, Sophie (Présentateur)"
"5028545_001_016";"France 2";"2013-06-07T13:28:23+01:00";"96";"DÉPÉNALISATION PV / COMMUNES POURRONT FIXER MONTANT PV";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"infraction|gardien de la paix|contractuel|stationnement|chèque bancaire|Paris|Cagnes sur Mer|contravention|automobile|augmentation|automobiliste|microtrottoir|procès verbal|amende";"Sinz, Caroline (Journaliste)|Breton, Thierry (Journaliste reporter d'images)|Le Saint, Sophie (Présentateur)|Forge, Chantal (Monteur)|Zephirin, Laura (Journaliste)"
"5028545_001_017";"France 2";"2013-06-07T13:30:29+01:00";"111";"COLS ALPINS / LE GRAND DÉNEIGEMENT";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"neige|Savoie";"Le Saint, Sophie (Présentateur)|Prigent, Etienne (Journaliste)"
"5028545_001_018";"France 2";"2013-06-07T13:32:39+01:00";"102";"LA GRANDE MOTTE / 25 ANS DE PAVILLON BLEU";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"surveillance|touriste|protection de la nature|jeu|bronzage|parasol|fleur|tourisme|patrouille|plage|La Grande Motte|homme|vacances|littoral|expert|enfant|recherche scientifique|police montée|chien|marguerite|pêcheur à la ligne|biologie|laboratoire";"Gaglione, Véronique (Journaliste)|Le Saint, Sophie (Présentateur)"
"5028545_001_019";"France 2";"2013-06-07T13:34:37+01:00";"219";"FEUILLETON n°4/5  Les bâtisseurs de Guédelon";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"fresque|peinture murale|art médiéval|Yonne|château|restauration d'art|chantier de construction";"Le Saint, Sophie (Présentateur)|Marinet, Gilles (Journaliste)"
"5028545_001_020";"France 2";"2013-06-07T13:38:56+01:00";"98";"ROLAND-GARROS / DEMI-FINALE J.W. TSONGA & MARCHÉ NOIR BILLETS";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"vestiaire|tournoi|tennis|entraîneur|Paris|vente|joueur de tennis|billet d'entrée|entraînement";"Noah, Yannick (Participant)|Barrois, Mathias (Journaliste reporter d'images)|Leconte, Henri (Participant)|Le Saint, Sophie (Présentateur)|Benedetto, Julien (Journaliste)|Tsonga, Jo Wilfried (Participant)|Naboulet, Grégory (Journaliste)|Da Meda, David (Journaliste reporter d'images)|Jacquet, Alexis (Journaliste reporter d'images)|Le Moal, Florian (Journaliste reporter d'images)|Rimbert, Baptiste (Monteur)"
"5028546_001_001";"France 2";"2013-06-07T13:43:40+01:00";"10";"Bande annonce émission suivante : TENNIS ROLAND GARROS";"[Interprogrammes F2 de 13 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 13 heures]";"";"";""
"5028546_001_002";"France 2";"2013-06-07T13:43:50+01:00";"268";"Pub 2 13h35";"[Interprogrammes F2 de 13 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 13 heures]";"";"";""
"5028546_001_003";"France 2";"2013-06-07T13:48:18+01:00";"52";"Bande annonce émission (sponsor) : THE CLOSER";"[Interprogrammes F2 de 13 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 13 heures]";"";"";""
"5028546_001_004";"France 2";"2013-06-07T13:49:10+01:00";"23";"Bande annonce programme : TOUTE UNE HISTOIRE";"[Interprogrammes F2 de 13 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 13 heures]";"";"";""
"5028546_001_005";"France 2";"2013-06-07T13:49:33+01:00";"21";"Bande annonce programme : COMMENT CA VA BIEN";"[Interprogrammes F2 de 13 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 13 heures]";"";"";""
"5028548_001_001";"France 2";"2013-06-07T13:52:04+01:00";"45";"Bande annonce émission : CASH INVESTIGATION";"[Interprogrammes F2 de 13 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 13 heures]";"";"";""
